Description,Label
"COLOR FIESTA #13: GIAN HÀNG SÁCH KIM ĐỒNG COMICSVà cuối cùng là: >>>SET 4 BOOKMARK 2 MẶT<<<Thể lệ tặng quà đã có trong ảnh, mời các bạn tham khảo nhé Chần chờ chi mà không rủ cạ cứng lên kèo đi chơi lễ hội cuối tuần này nào Color Fiesta: PARANORMAL Chủ Nhật, 06/10/2024Sảnh A1 → A4, SKY EXPO, Công viên Phần mềm Quang Trung, Quận 12, Thành phố Hồ Chí Minh#nxbkimdong #kimdongcomics #cofiss13",truyện
"Omagadoki bầu trời tối dần, khoảng thời gian được cho là dễ “gặp ma quỷ” Để được làm công việc nhân viên chăm sóc mà mình hằng ngưỡng mộ, cô bé yêu động vật Aoi Hana đã đến một vườn thú nằm sâu trong núi để nhận công việc làm thêm đầu tiên Tuy nhiên, vào lúc Mặt Trời bắt đầu lặn thì!?Chào mừng đến vườn thú Omagadoki! Hẹn gặp các bạn từ sàn ngày mai, 28102024!!",truyện
Một tập truyện mới đầy suy tư sâu sắc của #MARUKO đã sẵn sàng lên kệ!! Mời các bạn đón đọc NHÓC MARUKO Vol12 | 27092024,truyện
"KIM ĐỒNG COMICS TOURNAMENTKẾT QUẢ VÒNG 3 TRẬN 1FRIEREN (Frieren Pháp sư tiễn táng) Mã số: KD06 TỔNG HITS: 16422 HITS tương tác + 2150 HITS vẽ tranh = 18572 HITSHAIBARA AI (Thám tử lừng danh Conan) Mã số: KD09 TỔNG HITS: 29931 HITS tương tác + 5950 HITS vẽ tranh = 35881 HITS THẮNG CUỘC BƯỚC TIẾP VÀO VÒNG TRONGHAIBARA AI Một cuộc đua vote hết sức cam go giữa 2 cô gái rất được yêu thích Tuy nhiên Haibara Ai đã chiến thắng áp đảo!! Xin chúc mừng cô gái và các bạn Fan đã nhiệt tình tương tác, vẽ tranh để tăng điểm bình chọn Frieren tuy phải dừng chân tại đây nhưng cũng đã thi đấu xuất sắc với số điểm HITS ấn tượng, thế mới thấy cô nàng pháp sư yêu tinh được yêu mến nhường nào, xin cảm ơn các Fan rất nhiều Trận đấu tiếp theo sẽ diễn ra sau 1 tiếng nữa, hẹn gặp lại các bạn #nxbkimdong #kimdongcomics #KĐComics_Tournament #colorfiesta",truyện
"Loa loa, các fan của Thám tử lừng danh Conan ơi, hãy sẵn sàng để Preorder cuốn Artbook Conan: The Complete Color Works và hạng vé Collector (kèm Artbook) vào lúc 20:00 hôm nay nhé Chưa hết! 12:30 trưa nay nhà Kim sẽ mở bán một lượng nhỏ Artbook Conan ở trên Shopee Live với ưu đãi: >> Giảm 20% tối đa 30k cho đơn từ 99k và 15% tối đa 50k cho đơn từ 159k (Ưu đãi áp dụng cho toàn bộ sách nhà Kim không chỉ Artbook nha) <<Link Preorder và link Shopee Live ở dưới comment nhaXin lưu ý: Vé Collector sẽ bắt đầu mở PreOrder tại Klook từ 20:00 ngày và phát hành trực tiếp tại triển lãm từ ngày !! Giờ thì các fan hãy lưu lại lịch này và sẵn sàng cho tối nay thôi nào",truyện
KIM ĐỒNG COMICS TOURNAMENTKẾT QUẢ CHUNG KẾT SEASON 3HAIBARA AI Mã số: KD09 Manga: Thám tử lừng danh Conan Tác giả: Gosho Aoyama DANH HIỆU: 1ST RUNNER UP Á quân toàn mùa giải Lượt Share: 20736 Lượt Comment mã số: 17727 ĐIỂM HITS CHUNG KẾT: 38463!!*Kết quả đã được BTC loại trừ các comment/share spam#nxbkimdong #kimdongcomics #KĐComics_Tournament #colorfiesta,truyện
"NXB KIM ĐỒNG X HALLOWEEN THE GARDEN 2024Các độc giả nhà Kim đừng quên 2 ngày cuối tuần này vẫn còn lễ hội Halloween tại trung tâm thương mại The Garden nữa nhaaaa HALLOWEEN THE GARDEN 2024Gian hàng NXB Kim Đồng: Tầng 1, TTTM The Garden 9h00 22h00 trong 2 ngày 26 & 27/10/2024 TTTM The Garden Khu đô thị The Manor Đường Mễ Trì Hà Nội",truyện
"Thông báo Thay đổi địa điểm Minigame: GHI DẤU BÊN HÀNH TRÌNH 30 NĂM THÁM TỬ LỪNG DANH CONAN!!! Các Fan cứng của Thám tử lừng danh Conan đang rục rịch tham gia Minigame ơi, Ban Tổ Chức xin có một thông báo như sau: Để thuận tiện cho các Fan tham gia đăng bài đúng thể lệ, Ban Tổ Chức sẽ mở một group Event mới, mời các bạn tham gia tại : https://wwwfacebookcom/share/15Zf6QRR2q/Các Fan của #CONAN hãy tham gia và để lại dấu ấn của mình cùng triển lãm nào Ngay bây giờ, bạn có thể PreOrder cả ba hạng mục vé tại đây nhé: https://wwwklookcom//133552detectiveconan30th/TRIỂN LÃM 30 NĂM ĐI CÙNG KÝ ỨC THÁM TỬ LỪNG DANH CONAN9h ~ 21h mỗi ngày, từ 2610 ~ 25122024Tại: Trụ sở NXB Kim Đồng, số 55 Quang Trung, phường Nguyễn Du, quận Hai Bà Trưng Hà Nội",truyện
Chào buổi sáng các Fan #CONAN,truyện
"Goku hóa thân thành Siêu Saiya, quyết tâm tiêu diệt bạo chúa Frieza!! Trận chiến sẽ ngã ngũ ra sao đây, mời các bạn đón đọc DRAGON BALL SD Vol10, lên kệ vào thứ Sáu tuần sau nhé!!",truyện
COMIC HÔM NAY 11112024Dàn sách mới của nhà Kim hôm nay đã lên kệ Có bạn nào rinh được hết sách mới về chưa,truyện
Trận này coi bộ cũng căng đét rồi đây,truyện
"30 năm hành trình của Thám tử lừng danh Conan được tái hiện hoàn hảo qua các chương những căn phòng đầy hoài niệm tại triển lãm 30 NĂM ĐI CÙNG KÝ ỨC THÁM TỬ LỪNG DANH CONAN Các Fan của Conan đừng bỏ qua điểm đến này nhéTRIỂN LÃM 30 NĂM ĐI CÙNG KÝ ỨC THÁM TỬ LỪNG DANH CONAN9h ~ 21h mỗi ngày, từ 2610 ~ 25122024Tại: Trụ sở NXB Kim Đồng, số 55 Quang Trung, phường Nguyễn Du, quận Hai Bà Trưng Hà NộiMua vé Online tại Klook: https://wwwklookcom/vi/activity/133552detectiveconan30thanniversaryexhibitioninhanoi/",truyện
"Inuzuka Romio và Juliet Persia đang hẹn hò tuy không thể công khai Sau kì nghỉ hè, rất nhiều các hoạt động diễn ra tại Học viện Dahlia như ngắm hoa, cắm trại và thi giữa kì! Tuy nhiên, một biến cố đã xảy ra!Những cảm xúc dành cho Inuzuka mà Hasuki giấu kín lâu nay không thể nào buông bỏ, một lần nữa lại bùng nổ!! NÀNG JULIET Ở TRƯỜNG NỘI TRÚ Vol6 | 14102024",truyện
COMIC HÔM NAY 09012023Cuối cùng cũng được cầm Học viện cảnh sát và Thánh thạch Rave trên tay vào tuần phát hành cuối cùng trước nghỉ Tết!! Những ai đã kịp mua rồi nào!?,truyện
"Ta da, bản đặc biệt của #VANITAS Vol11 đây rồi Không chỉ có chiếc bìa áo mới, bản đặc biệt còn đi kèm cuốn Brocante bộ sưu tập tranh phác thảo xoay quanh bộ truyện của tác giả Jun Mochizuki nha HỒI KÍ VANITAS Vol11 <2 ấn bản> 15112024",truyện
"Xanh xanh đợi ngày phát hành, hẹn gặp các bạn Fan #HANAKO sáng mai nhé",truyện
"NXB KIM ĐỒNG X HALLOWEEN THE GARDEN 2024Bên cạnh Triển lãm Conan, xin được giới thiệu một địa chỉ đi chơi rước quà độc quyền dành cho độc giả của nhà Kim cuối tuần này Hẹn các bạn tối mai cùng xem những vật phẩm quà tặng nào sẽ xuất hiện tại gian hàng của NXB Kim Đồng trong sự kiện lần này nhé HALLOWEEN THE GARDEN 202426 & 27102024 TTTM The Garden Khu đô thị The Manor Đường Mễ Trì Hà Nội",truyện
"UPDATE VỀ CHƯƠNG TRÌNH CHECKIN NHẬN ẢNH XINHĐể đảm bảo giờ giấc linh hoạt cho độc giả tham quan triển lãm vào ngày thường BTC xin điều chỉnh:Khung giờ áp dụng tặng ảnh kèm khung cho khán giả thay đổi từ 17h00 ~ 21h00 sang 9h00 ~ 21h00, tất cả các ngày TRONG TUẦN từ THỨ HAI ĐẾN THỨ SÁUKhung giờ mới sẽ được áp dụng ngay từ ngày mai nhé cả nhà TRIỂN LÃM 30 NĂM ĐI CÙNG KÝ ỨC THÁM TỬ LỪNG DANH CONAN9h ~ 21h mỗi ngày, từ 2610 ~ 25122024Tại: Trụ sở NXB Kim Đồng, số 55 Quang Trung, phường Nguyễn Du, quận Hai Bà Trưng, Hà NộiMua vé Online tại Klook: https://wwwklookcom/vi/activity/133552detectiveconan30thanniversaryexhibitioninhanoi/",truyện
Không khí tại lễ hội Color Fiesta đang nóng hơn bao giờ hết với Offline Fanmeeting Thám tử lừng danh Conan,truyện
Tiếp tục là một trận đấu giữa 2 nhân vật của cùng một tác giả Coi bộ tối nay sẽ nổ ra một trận đại chiến đây,truyện
Cùng đón xem những trải nghiệm đầy mới mẻ và hạnh phúc của đôi bạn trẻ đứng trước bước ngoặt lớn trong đời tại Vol9 này nhé ___NGÔN NGỮ YÊU THƯƠNG Vol9 | 18102024___,truyện
"FAN MÌNH ĐÂU, ZÔ HẾT ĐÂYYY",truyện
Thêm 1 món quà tặng dành cho những bạn mua cả 2 ấn bản của #VANITAS Vol11 Vì số lượng có hạn nên các bạn nhớ rinh truyện sớm nha HỒI KÍ VANITAS Vol11 <2 ấn bản> 15112024,truyện
Đếm ngược 1 tuần cho đến ngày DẤU ẤN HOÀNG GIA Vol8 lên kệ,truyện
° ⋆ Khúc ca của tình yêu với âm sắc đầy kịch tính Tập 5 của THEO DẤU MÂY NGÀN đã sẵn sàng đến tay bạn đọc rồi đây! Hẹn các bạn sáng mai nhé,truyện
"Từ tập đầu tiên, cho đến tập mới nhất Những mảnh kí ức đẹp sẽ sống mãi trong mỗi chúng taHãy cùng chờ đón Bữa tiệc đặc biệt mà NXB Kim Đồng sắp sửa mang đến cho các Fan của anh chàng Thám tử lừng danh Conan tại Việt Nam nhé",truyện
"Sáng ngày mai, trong kì phát hành đầu tiên của tháng 11, mời các bạn đón 10 tập #ASARI tái bản Vol6170 về nhà nhé ASARI CÔ BÉ TINH NGHỊCH [Tái bản 2024] Vol6170 | 01112024",truyện
"Ta da, quà tặng kèm của CẬU MA NHÀ XÍ HANAKO SAU GIỜ HỌC Vol2 chính là 2 MẪU MEMO BẬP BÊNH Hẹn gặp các bạn trên kệ sách vào thứ Sáu tuần sau nha",truyện
"ᗷᒪᑌᗴᒪᗝᑕᛕ ᐯᗝᒪᑌᗰᗴ 24Èn en, xin được giới thiệu quà tặng đầu tiên của bản đặc biệt: BÌA ÁO PVCvới dàn lineup 5 anh tài sáng giá của Bluelock trong giải đấu đại chiến tân anh hùng",truyện
"Các em đã sẵn sàng chưaaaa, BLUELOCK trở lại rồi đây ℂ |",truyện
"Trước khi công bố kết quả 2 trận Bán kết, mời các bạn tham khảo luật thi đấu của trận Chung kết sẽ diễn ra vào 20:00 tối mai (4102024)",truyện
"Hú hú hú! Của hiếm của hiếm nè ~ Bạn nào chưa có thì cũng chớ lo, vì NINJA RANTARO Vol1 đã có ngày trở lại rồi nhỉ? Sau Tết rồi Ad sẽ nhắc lịch nhé!! Giờ thì xin ôm bộ này về cày lại dịp nghỉ Tết Nguyên Đán sắp tới đây",truyện
COMIC HÔM NAY 18102024Dàn sách mới đã lên kệ để chào đón một tuần học tập và làm việc kết thúc Các bạn đừng quên ghé qua rinh sách về nha,truyện
Lại là chút dễ thương buổi sáng,truyện
"Để sắc hương xô nghiêng dòng đời ~ Vol10 của NGÔN NGỮ YÊU THƯƠNG xin được lên kệ cùng tấm PVC card cô nàng Yuki xinh đẹp mộng mơ này ạ Hẹn gặp các bạn độc giả vào kì phát hành đầu tiên của tháng 11: thứ Sáu, 01112024!!",truyện
"Ở nơi tận cùng thế giới, có 3 undead cùng 1 cậu bé loài người mang kí ức từ thế giới khácTHÁNH HIỆP SĨ NƠI TẬN CÙNG THẾ GIỚI Vol1 | 18112024",truyện
Bài học cuộc sống từ anh hai Uramichi Vol2 xin phép được trình làng vào sáng ngày mai: 07102024 nhé Các bạn đừng bỏ lỡ nè!,truyện
"ᗷᒪᑌᗴᒪᗝᑕᛕ ᐯᗝᒪᑌᗰᗴ 24Tới rồi tới rồi, BLUELOCK với 2 ấn bản sắp ra mắt rồi đây Trước tiên xin được công bố Bản phổ thông với quà tặng kèm quen thuộc là 1 chiếc PVC Card siêu nét!!",truyện
ℕ ℙℂ : ℙℝℙ ℕℍ,truyện
"ℙ ℂ : BÓNG MA XÂM LĂNG Series manga hành động kì ảo về các ma pháp thiếu nữ được yêu thích đã trở lại!! Phần <Bóng ma xâm lăng> lần này vẫn là 3 tập truyện được đóng gọn trong 1 chiếc Box set cực kì xinh xắn, kèm theo 1 chiếc lót ly làm bằng chất liệu Ivory dày dặn cũng xinh không kém nè Box Set sẽ lên kệ vào thứ Sáu tuần sau: 22112024! Giờ thì chúng ta cùng điểm qua những thông tin về ấn phẩm này nhé!",truyện
"GẶP GỠ 23 “VỊ KHÁCH QUÝ” SẼ XUẤT HIỆN TRONG PHỐ SÁCH XUÂN QUÝ MÃO 2023Để tôn vinh và phát triển văn hóa đọc, lan tỏa những giá trị đẹp và thói quen đọc sách trong năm mới của tất cả người dân thủ đô, Phố Sách Xuân Quý Mão đã mời được đa dạng những đơn vị, NXB sách khác nhau cùng với những gian hàng thủ công cùng các hoạt động văn nghệ chào xuân… được trải dài hết con phố xinh đẹp Năm nay, Phố Sách Xuân Quý Mão 2023 hứa hẹn sẽ mang lại nhiều điều mới, thú vị và những trải nghiệm vui vẻ khi du xuân tại đây Và không để các bạn phải đoán thêm, dưới đây là tên và profile cực kì hấp dẫn của 23 vị khách quý tham dự sự kiện: 1 AHA: https://wwwfacebookcom/wwwahacoffee/?mibextid=ZbWKwL 2 Alpha Books: https://wwwfacebookcom/alphabooks 3 Benito: https://wwwfacebookcom/Benitosachbanquyen 4 Đinh Tị books: https://wwwfacebookcom/sachthieunhidinhti 5 Đơn cafe: https://wwwfacebookcom/donest2022?mibextid=LQQJ4d6 English Lights Your Home: https://wwwfacebookcom/groups/300639484090442 7 Hiệu sách Nhã Nam Hà Nội: https://wwwfacebookcom/hsnhanamhanoi/ 8 Huy Hoàng Bookstore: https://wwwfacebookcom/huyhoangbookstore 9 Minh Long books: https://wwwfacebookcom/minhlongbookcomvn 10 Nhà sách Kala (Con sóc): https://wwwfacebookcom/kalabooks1912 11 Nhà sách Phương Nam: https://wwwfacebookcom/nhasachphuongnam 12 Nhà sách Tiền Phong: https://facebookcom/nhasachtienphongcomvn/ 13 NXB Chính trị quốc gia Sự thật: https://wwwfacebookcom/nxbctqgst?mibextid=LQQJ4d 14 NXB Hà Nội: https://wwwfacebookcom/profilephp?id=100076359075541 15 NXB Kim Đồng: https://wwwfacebookcom/nxbkimdong 16 NXB Phụ nữ Việt Nam: https://wwwfacebookcom/nxbphunu 17 NXB Đại học Sư Phạm: https://wwwfacebookcom/nxbdhspeduvn 18 Tân Việt books: https://wwwfacebookcom/tanvietbooks 19 Thái Hà Books: https://wwwfacebookcom/nhasachthaiha/ 20 Thư Trà Quán: https://wwwfacebookcom/thutraquan 21 Triệu Food: https://wwwfacebookcom/profilephp?id=100063756362241 22 We Craft: https://wwwfacebookcom/wecraftatelier 23 Tiệm Mẹ Đủ: https://wwwfacebookcom/TiemMeDu?mibextid=LQQJ4d Vậy thì cùng chúng mình save lịch đến chơi với các đơn vị tại Phố Sách Hà Nội 19/12 nha Và đừng quên, hãy chuẩn bị những bộ cánh đẹp nhất để chụp ảnh để tranh giải trong cuộc thi ảnh online “Tôi yêu Phố Sách Hà Nội 19/12” bạn nhé!THÔNG TIN SỰ KIỆN: Thời gian: 08:00 22:00 từ ngày 16/01 đến ngày 29/01/2023 (tức 25 Tết mùng 8 Tết) Địa điểm: Phố Sách Hà Nội 19/12, Trần Hưng Đạo, Hoàn Kiếm, Hà Nội Cuộc thi ảnh online “Tôi yêu Phố Sách Hà Nội 19/12”: http://bitly/3GAWNBjKhai mạc sự kiện “Phố Sách Xuân Quý Mão 2023” với chủ đề “Ươm mầm tri thức Nảy lộc sắc xuân” được tổ chức bởi BTC của Phố Sách Hà Nội nhằm chào mừng Tết 2023 cũng như tạo ra một không gian vui chơi cho các em nhỏ cùng gia đình và các bạn trẻ với chuỗi chương trình workshops cùng các trò chơi dân gian thú vị Ngoài ra, sự kiện còn có sự góp mặt của rất nhiều đơn vị xuất bản sách nổi tiếng và rất nhiều khu vực chụp ảnh hứa hẹn sẽ là địa điểm vui chơi hấp dẫn cho cả gia đình Mọi thông tin chi tiết xin liên hệ:Ban Tổ Chức Phố Sách Hà Nội 19/12 Trung Tâm Văn Hoá Thông Tin và Thể Thao Hoàn Kiếm(Ms) Trang Bùi Thành viên BTC SĐT: 0966839256(Ms) Bùi Linh Thành viên BTC SĐT: 0355559097Email: bqlphosachhanoi1912@gmailcom#Phosachcuoituan #Phosachhanoi #Phosachhanoi19_12 #Phosachxuanquymao2023",truyện
Một mùa đông sắp sang ~,truyện
>>>SỰ THẬT CHỈ CÓ MỘT <<<Chương trình Fan Meeting đặc biệt kỉ niệm 30 năm ra đời tác phẩm THÁM TỬ LỪNG DANH CONAN Chúng ta có hẹn vào chiều Chủ nhật tuần này tại sân khấu của Color Fiesta nhé!!,truyện
"LỊCH TREO TƯỜNG ONE PIECE 2025Đến hẹn lại lên!! LỊCH ONE PIECE 2025 đã lộ diện với những trang màu rực rỡ mới nhất tiếp tục được gửi đến các Fan trong thời điểm năm 2024 sắp kết thúc!! Mở màn bằng trang bìa với trung tâm là thuyền trưởng Luffy ngồi trên rương châu báu, xung quanh là các thành viên của Băng Mũ Rơm vô cùng gắn kết, chắc chắn lịch năm nay sẽ tiếp tục mang đến rất nhiều hứng khởi cho các Fan của bộ truyện!! Bộ phận thiết kế lịch cũng đã tuyển lựa ra 6 trang màu vô cùng rực rỡ, mới nhất từ kho tranh do chính tác giả Eiichiro Oda dày công vẽ nên!! Những khoảnh khắc vui tươi và gắn kết giữa các thành viên trong băng, từ sôi động, vui tươi và nghịch ngợm đến những giây phút sâu lắng bên nhau… chắc chắn sẽ khiến cho góc tường nhà bạn thêm sinh động hơn rất nhiều!! Bên cạnh đó, chúng ta sẽ có thêm một chiếc Poster dàn nhân vật trong Movie ONE PIECE FILM RED vô cùng hoành tráng! Cùng với sự xuất hiện của Luffy đã đạt tới trạng thái Gear 5, cực ngầu đúng không!!?Fan của bộ truyện nhớ rinh về bổ sung cho bộ sưu tập ONE PIECE ngập tràn màu sắc cho năm 2025 nhé!!",truyện
Tập này đến lượt chàng Julio lên bìa đâyyy ~ Các bạn thích Julio hay Juliet hơn nào NÀNG JULIET Ở TRƯỜNG NỘI TRÚ Vol8 | 11112024,truyện
"Sáng bỗng thấy CONAN ở trong thành phố ~ Tự hào xiết bao bộ truyện ta yêu Ngày hôm nay bạn đã lên kế hoạch ghé thăm triển lãm 30 NĂM ĐI CÙNG KÝ ỨC THÁM TỬ LỪNG DANH CONAN chưa!? TRIỂN LÃM 30 NĂM ĐI CÙNG KÝ ỨC THÁM TỬ LỪNG DANH CONAN9h ~ 21h mỗi ngày, từ 2610 ~ 25122024Tại: Trụ sở NXB Kim Đồng, số 55 Quang Trung, phường Nguyễn Du, quận Hai Bà Trưng Hà NộiMua vé Online tại Klook: https://wwwklookcom/vi/activity/133552detectiveconan30thanniversaryexhibitioninhanoi/",truyện
"Post này có 3 thông báo quan trọng: 20:00 tối nay, trận đấu thứ 2 của vòng bán kết sẽ bắt đầu, các Fan đừng quên bình chọn cho nhân vật nữ mình yêu thích nhé Trước sự bình chọn nhiệt tình của các Fan, việc tổng hợp HITS sẽ mất kha khá thời gian nên kết quả của cả 2 trận đấu vòng bán kết sẽ được công bố vào tối ngày mai! Về việc VẼ TRANH LẤY HITS, cổng nhận tranh và timeline đăng tranh mới đã được cập nhật, mời các bạn tham khảo dưới comment hoặc trên fanpage của Color Fiesta nhé!",truyện
"KIM ĐỒNG COMICS TOURNAMENTSEASON 3: SHE STILL SHINES Vòng 2/Trận 10NAKANO MIKU (Nhà có 5 nàng dâu) Mã số: KD31YOR FORGER (Spy x Family) Mã số: KD48GOTO HITORI / BOCCHI (Bocchi The Rock!) Mã số: KD08Trận đấu thứ 10, vòng 2 xin phép được bắt đầu!! Một số lưu ý dành cho các Fan khi tham gia: Vote cho nhân vật bằng cách tạo HITS (điểm): + Comment MÃ SỐ NHÂN VẬT vào post thi đấu+ Share post thi đấu ở chế độ CÔNG KHAI kèm MÃ SỐ NHÂN VẬT <1 COMMENT = 1 HIT; 1 SHARE = 2 HITS> Hãy gõ đúng mã số KD** để hệ thống có thể quét được nhé Mỗi tài khoản cá nhân hoặc Page chỉ được vote cho 1 NHÂN VẬT Trong trường hợp 1 tài khoản vote nhiều lần/nhiều nhân vật, hệ thống sẽ chỉ tính lượt vote đầu tiên Comment/Share kèm nhiều mã số sẽ không được tính Mọi Comment có kèm những nội dung đả kích, hạ bệ đối thủ, gây mâu thuẫn giữa các cộng đồng Fan sẽ bị xóa thẳng mà không cần thông báo Kết quả Vote được chốt vào 15:00 NGÀY HÔM SAU Sau khi tổng hợp, BTC sẽ công bố những nhân vật chiến thắng vào lúc 19:00 cùng ngày Thời gian tổng hợp kết quả có thể kéo dài nếu trận đấu có lượng HITS cao Trong trường hợp này, BTC sẽ thông báo trên fanpage Nhân vật bạn yêu thích trong Tournament có thể xem như một đại diện đưa tác phẩm đi xa hơn! Nên hãy tích cực tham gia để bộ truyện và nhân vật ấy được nhiều độc giả biết đến hơn nữa nhé!! Ngoài ra, đừng quên nhà Kim còn có ứng dụng đọc truyện tranh độc quyền và 100% bản quyền, đang bình chọn lại nhớ ra mấy truyện xưa ơi là xưa muốn đọc lại mà không tìm được sách thì có thể lên app đọc nè:Cài đặt tại Google Play: https://playgooglecom/store/apps/detailsCài đặt tại Apple Store: https://appsapplecom/vn/app/kimdongcomics/id6444465158#nxbkimdong #kimdongcomics #KĐComics_Tournament #colorfiesta",truyện
">>>SỰ THẬT CHỈ CÓ MỘT <<<Giờ này ngày mai, bữa tiệc kỉ niệm 30 năm ra đời tác phẩm Thám tử lừng danh Conan sẽ diễn ra trên sân khấu chính của lễ hội Color Fiesta! Các Fan #CONAN đã sẵn sàng chưaaa Color Fiesta: PARANORMAL Chủ Nhật, 06/10/2024Sảnh A1 → A4, SKY EXPO, Công viên Phần mềm Quang Trung, Quận 12, Thành phố Hồ Chí Minh#nxbkimdong #kimdongcomics #cofiss13",truyện
Tháng cuối năm vượt mức Comic rồi Nhiêu đây mới là sương sương vài tựa tiêu biểu trong tháng 12 thôi nè ~,truyện
"ᴏɴʟʏ ᴅᴀʏ ʟᴇғᴛ!!!ℕ ℙℂ Khép màn Wano quốc, mở ra năng lực mới!! Vol103 với 3 ấn bản xin hẹn gặp các bạn vào sáng ngày mai: 23092024!!",truyện
"COMIC HÔM NAY 16092024Dàn sách mới đã lên kệ, mời các bạn đón đọc",truyện
"Tình yêu bị cấm đoán này sẽ đảo lộn cả thế giới! Cùng đón chờ những diễn biến mới nhất của câu chuyện tình Romio và Juliet này trong tập 8 NÀNG JULIET Ở TRƯỜNG NỘI TRÚ, phát hành sáng thứ Hai: 11112024 nhé!!",truyện
